issue_num,datetime,body,login,close_date
194,2016-07-21 17:57:55,"Sorry about that, Prakhar. I encrypted the message using a public key that
you created on August 27th, 2014

On Thu, Jul 21, 2016 at 10:45 AM, Prakhar Srivastav <
notifications@github.com> wrote:

> Hi Aaron,
> 
> I'm not sure on how to decrypt this. Feel free to email
> prakhar@prakhar.me me.
> 
> —
> You are receiving this because you authored the thread.
> Reply to this email directly, view it on GitHub
> https://github.com/prakhar1989/awesome-courses/issues/194#issuecomment-234295014,
> or mute the thread
> https://github.com/notifications/unsubscribe-auth/AJ8Rk1CoB7Ui8b4fwqdtLsNxrG628-h5ks5qX5QRgaJpZM4JR6iv
> .

## 

-----BEGIN PGP PUBLIC KEY BLOCK-----

mQINBFWEqXIBEADAZ6IYll3rfCXefv7x8zl3E8eN94ILjuIK4gxv0SLw109ntyVM
RIhBAObrPzgVit6k+IT+BrJd5op23MmaDoaN6c7nIRqtSwMdEosNJY5RLD7V1/mv
+nsBkBnA3J8sDPAa/1Smfma/8bqvDOaK/lYTyDDUyJbEyCWmt/PeSyEJrKrg5Ihu
wfc20OFRaeskTBLPxFDtmOWOSTMta/s7XCmZuL7SCEtzEMxDHX8twAHIwHqI/jor
zl5C2kMb8DT5dUY2Z1AGhe0kRsQfHCuLLDw62yD+Jwclm73ZGKG6eF0Xhna5cwln
+uH0mlMqn+0PLl+Fih6gaUMUah1qb2N2yYil0p39F8sK5PHnMUf86wV/GE0auG0j
FkyWL6b0/L2DzPFQUxafIajn5OW6ULPLlhpqk0irwz+jZnTwJibWZqrIR8hehEhZ
GQhPBAD+xvlyCMCYRraj2NgvCMizMY50p/CqKI+IOBTamN965sSOfQlFWscjZZdR
3qaFFoeeuoUyWF6SjpRXrxcdOpNrro9Ghx1m816ibi7RhMZz7lmPO1kbQS4RliMu
VTYMXJ9rlzmFQ/a+1qERcs2zSgOxKYvvJIXBB2QRJUyohivcJu5/OHrQvjMQkHcl
sJxFJevPVO9ePUtz3OZfu0prODTPl4dqQs692q1pzRi1WRIInMZEd5zTUwARAQAB
tCZBYXJvbiBDLiBXZWxjaCA8c2VuZHMyYWFyb25AZ21haWwuY29tPokCPQQTAQoA
JwUCVYSpcgIbAwUJB4YfgAULCQgHAwUVCgkICwUWAgMBAAIeAQIXgAAKCRCfZkwd
I4s54ge8EACP96E72flh6ehpzaWxvVlN69EbLf9ZjDoIQz82yxmS397tg7ZZfzan
+W2X0w9YBSS7DOaznF4uqQKmchwBdrCes4ukGh9WA04OnppibHi7RBUEhYgk46Zq
zwhThOCk1Fr/83KZa/n5iYMpRtSqyDYYjBnL6NqoZkaaXtaTG8UnY1SehC0DtDlU
4AhmKqAWt5iUXG6V9ZPvJu7Iw9iZApanELtcqOAHnBY6MCJgyLcdVyNWCe5LF6t8
qbAeVdoJVfJcCOhMJrkr1rOLFzfNJfIpGS8Pyj6/FwiAPRJvlffnCrWm54h8kx1j
Y/w6tHnQrKDZ19Eo/ZPuhL21r0uJXcczT9wU70DMS/ji52UxhxFkP8hEJdIXsSeo
Azfs0UOfziu7+swvuGl5oGyxeb2556xl++2MuBTAuPhFi34CJ4d1j9TsgIENFLxb
LMy2a3iIRZcCXzCLd6cJUtgUajxYEfe2fxDwgRkmUmcKj5ePs04yNAIaB6aBc9CP
8SxXKHixEFpLVCzrGk+AhxetrGN1Vm+KVak2HVvpB1jXxOBIpMCKGRmcujFkVgQV
IKwmsrJA1Xg0ynUKmX2ZomftWv/h+Q3IOdyvigXfwffFJbj5A/hUj615H53Lp4u3
jbaM8iGPZeT1BJM78a+yVLOOM9ZsEU5blZa4s2YSTRXSgzVVKgsYJrkCDQRVhKly
ARAA4lEjCFqEKP1xpR5Ij2+Ho1Z/IktTgHSff26IBAsSDmHcpGVHyFnADl3imAzL
KrmWaI3eNCB5QQrif4+yyT4OAUxOYMberCAP4YA16Idy0vuhx1sVeDBHXNcdslCm
Isjehvf8j8WqxFMJ+2oLQ5Bpy8g3d8p3qkKZFNkeG4eqWiI5XfZKTApdun1sfbcp
qCu7J44mMVV5erKXm/0HGLJWbbhKoKjJ5wwZJPXXj19QescbDUluDad1hYvHhK5+
AY2FnN9nwbnxmNh/ptgS9JkyZjZgRuvCDin6RPAIMI3zAfJ/8MZdrzgssqek8gXm
jO3g6tyhH1CM2OsXCXu5+Lbddw8E92zCuMTOn0fSJT9Xp0FlCtqznrZXFrXMTDU6
23MwzCVae+hUqmtYRxZLiBUcdRwpEgk7X7X6OZJcV5b1FIeUxC0cb+H3sfqIqZL/
35mjCEm/9R/MplL92nIoycHZnwPPdq9HA095ryS98HmB3z4vLw4zgcylAbp4rgFk
OkYGvhmk3x7+xkPSH803DfxCufSo+z57vIMqHDP5WgUYW55lkDkijFx6AxQjbGxn
ZyC9O3caBSgTsjWlKA3hRyyVnPhiftEvlMAtPEQ3CbAttCasjcGHB4327n6GF4g2
FgHnxogN5bN8Czh9wRCEgKVkqOwjq++gFsIfnJekUZhGjMUAEQEAAYkCJQQYAQoA
DwUCVYSpcgIbDAUJB4YfgAAKCRCfZkwdI4s54vdZD/0RdZZMVv10BBXMzReb3/rO
xXumG7uFXBIARKuUKj4pG/GpWhbfj5UTvAiB22RGvuAIwuPwjDsnnIBJom/WWc8B
nKNOpPWkif92kSXtjDyXeGNznkSV72xVzkAM6n3DRssGLyyLcLH8YxdF+w3f65Dg
74WSakuNIsbV5HLRgiO0YzU0hFxWmraQjqFNgo26fUsax2XtJCe7vAORjPuPdJ3E
dH3y7dYYKqxTBGLtXqDS+lFFETuS26te06XJJJ7yuLjH0yJbocc+R+Zvy77a1dgU
cwHvXa/Kd7KrD97umhc9ByFxGuY3xpy4dCD7c+GmQz9IvFPgqG9DlxII5jX7OOkv
365mNm3gLw8o5OjFkd+PhJLMaQsP3lczkxywWciT6oTRHGWvy/j5m6d1ZFfnnR25
qn//hxk+NAS9lsY2ORZWBXHiGx1tlTJit3466aqIGS0S4O2LS5Ot2YcZYe/HZnOP
ovbYWI8M+o0SiUPaj5g3iCoupXALTwvrA2QBvnmAascq38P6WEiYH3naLgV7ZNXB
BudO+AC2fnJntXkPnblShQC6OXGoQxD+Jx+IPJMkfD/5GphYq2BgtSCV8RgbEhji
hiR2bvECoAEZ2qPAbSdD7Oupgw0AWsqN3lHrbU1HCUY++JQomZzfYMdl+qdZgVna
sR+RsK43UVuEVsaIWvIHgw==
=YvCU

-----END PGP PUBLIC KEY BLOCK-----
",awelch83,2016-07-21 18:13:28
194,2016-07-21 18:03:28,"Oh, I did?! Haha! Can you point me where I can see it? I can update it so that I don't confuse others about the same.
",prakhar1989,2016-07-21 18:13:28
194,2016-07-21 18:10:51,"I found your key by searching the keyserver using an app on my Mac called GPGtools, but you can also see them listed here:

[https://pgp.mit.edu/pks/lookup?search=prakhar&op=index](url)

There's no way to update, but you can always upload a new one if you want.
",awelch83,2016-07-21 18:13:28
194,2016-07-21 18:13:22,"Wow okay! Thanks for letting me know about that. I had no clue about it. I'll update my key to a new one. Thanks!
",prakhar1989,2016-07-21 18:13:28
193,2016-07-21 04:01:09,"update home page for course cs186 
",macwu1992,2016-07-21 12:46:03
193,2016-07-21 12:46:00,"Thanks! 👍 
",prakhar1989,2016-07-21 12:46:03
192,2016-07-20 16:53:07,"This video would be very helpful Prakhar. Please review.
",yogeshdarji99,2017-03-19 20:48:15
192,2016-07-20 16:58:39,"It's ""Stanford"".
",awelch83,2017-03-19 20:48:15
192,2016-07-20 17:01:35,"Sorry for Typo. Thanks @awelch83 
",yogeshdarji99,2017-03-19 20:48:15
192,2016-08-02 23:19:25,"MIT algorithms are already in list, 
search for ""6.006 Introduction to Algorithms MIT "" in Readme.md
",JMatharu,2017-03-19 20:48:15
191,2016-07-03 09:05:10,"6.046J / 18.410J is an advanced algorithms design course. Topics are
very important in algorithms design, like divide-and-conquer,
randomization, complexity, and also cryptography. And much much more.
",n3xtInc,2016-07-03 14:25:42
191,2016-07-03 12:49:21,"Can non MIT students have access to the materials? I can see that it says ""register on NB"" to get access.
",prakhar1989,2016-07-03 14:25:42
191,2016-07-03 14:23:44,"I can access to each links I have tried. [ocw.mit.edu](http://ocw.mit.edu) platform has only open courses.

Do you have a link that does not work? I can remove parts which require to be a MIT student.
",n3xtInc,2016-07-03 14:25:42
191,2016-07-03 14:25:36,"Oh right.. I guess I was looking at the wrong link. Thanks for the addition! 👍 
",prakhar1989,2016-07-03 14:25:42
190,2016-06-15 03:16:04,,zuik,2017-03-20 00:37:38
190,2017-03-19 20:48:06,"Hi, can you please resolve the merge conflicts and update the PR?",prakhar1989,2017-03-20 00:37:38
190,2017-03-19 21:48:42,Done,zuik,2017-03-20 00:37:38
190,2017-03-19 22:45:53,"@zuik - the formatting in your README is totally off! I'd suggest you close this PR, pull from this repo, make the change and re-submit the PR.",prakhar1989,2017-03-20 00:37:38
189,2016-06-09 02:46:50,,regenhans,2016-06-14 12:29:02
188,2016-06-02 14:09:57,"Created with https://github.com/dkhamsing/frankenstein
### HTTPS Corrected URLs

| Was | Now |
| --- | --- |
| http://en.wikipedia.org/wiki/Manuel_Blum | https://en.wikipedia.org/wiki/Manuel_Blum |
| http://philipmjohnson.org/ | https://philipmjohnson.org/ |
| http://philipmjohnson.org/2013/12/16/athletic-software-engineering-education-initial-results/ | https://philipmjohnson.org/2013/12/16/athletic-software-engineering-education-initial-results/ |
| http://see.stanford.edu/materials/icspacs106b/ProgrammingAbstractionsAllMaterials.zip | https://see.stanford.edu/materials/icspacs106b/ProgrammingAbstractionsAllMaterials.zip |
| http://see.stanford.edu/materials/icspmcs106a/ProgrammingMethodologyAllMaterials.zip | https://see.stanford.edu/materials/icspmcs106a/ProgrammingMethodologyAllMaterials.zip |
| http://see.stanford.edu/see/courseinfo.aspx?coll=86cc8662-f6e4-43c3-a1be-b30d1d179743 | https://see.stanford.edu/see/courseinfo.aspx?coll=86cc8662-f6e4-43c3-a1be-b30d1d179743 |
| http://see.stanford.edu/see/lecturelist.aspx?coll=11f4f422-5670-4b4c-889c-008262e09e4e | https://see.stanford.edu/see/lecturelist.aspx?coll=11f4f422-5670-4b4c-889c-008262e09e4e |
| http://see.stanford.edu/see/lecturelist.aspx?coll=2d712634-2bf1-4b55-9a3a-ca9d470755ee | https://see.stanford.edu/see/lecturelist.aspx?coll=2d712634-2bf1-4b55-9a3a-ca9d470755ee |
| http://see.stanford.edu/see/lecturelist.aspx?coll=824a47e1-135f-4508-a5aa-866adcae1111 | https://see.stanford.edu/see/lecturelist.aspx?coll=824a47e1-135f-4508-a5aa-866adcae1111 |
| http://see.stanford.edu/see/lecturelist.aspx?coll=86cc8662-f6e4-43c3-a1be-b30d1d179743 | https://see.stanford.edu/see/lecturelist.aspx?coll=86cc8662-f6e4-43c3-a1be-b30d1d179743 |
| http://see.stanford.edu/see/materials/aiircs223a/assignments.aspx | https://see.stanford.edu/see/materials/aiircs223a/assignments.aspx |
| http://see.stanford.edu/see/materials/icspacs106b/assignments.aspx | https://see.stanford.edu/see/materials/icspacs106b/assignments.aspx |
| http://see.stanford.edu/see/materials/icspmcs106a/assignments.aspx | https://see.stanford.edu/see/materials/icspmcs106a/assignments.aspx |
| http://see.stanford.edu/see/materials/icsppcs107/assignments.aspx | https://see.stanford.edu/see/materials/icsppcs107/assignments.aspx |
| http://users.ece.cmu.edu/~omutlu/ | https://users.ece.cmu.edu/~omutlu/ |
| http://web.stanford.edu/class/cs107/assignments.html | https://web.stanford.edu/class/cs107/assignments.html |
| http://www.cs.hmc.edu/csforall/ | https://www.cs.hmc.edu/csforall/ |
| http://www.youtube.com/watch?v=frxF7Vs96YU&list=PLMM0a7ZGnITrgfhOxMNP7bpP4hhhKNY9s | https://www.youtube.com/watch?v=frxF7Vs96YU&list=PLMM0a7ZGnITrgfhOxMNP7bpP4hhhKNY9s |
### Other Corrected URLs

| Was | Now |
| --- | --- |
| http://crcv.ucf.edu/videos/Lecture_Videos/ | http://crcv.ucf.edu/videos/lectures |
| http://stanford.edu/class/ee103/julia_files | http://stanford.edu/class/ee103/julia_files/ |
| http://www-scf.usc.edu/~csci104/20142/labs | http://www-scf.usc.edu/~csci104/20142/labs/ |
| http://www-scf.usc.edu/~csci104/20142/lectures | http://www-scf.usc.edu/~csci104/20142/lectures/ |
| http://www.cs.sunysb.edu/~algorith/video-lectures/ | http://www.cs.stonybrook.edu/~algorith/video-lectures/ |
| http://www.neilvandyke.org/racket-sicp/ | http://www.neilvandyke.org/racket/sicp/ |
| http://www.nr.com/CS395T/ | http://numerical.recipes/CS395T/ |
| https://class.stanford.edu/courses/Engineering/CVX101/Winter2014/courseware/7206c57866504e83821d00b5d3f80793/ | https://lagunita.stanford.edu/courses/Engineering/CVX101/Winter2014/courseware/7206c57866504e83821d00b5d3f80793/ |
| https://class.stanford.edu/courses/Engineering/CVX101/Winter2014/info | https://lagunita.stanford.edu/courses/Engineering/CVX101/Winter2014/info |
",ReadmeCritic,
187,2016-05-29 01:28:12,,AhmedElsiddieg,
187,2016-10-11 18:35:37,"Control theory?
",awelch83,
186,2016-05-27 13:13:44,"Also I noticed that CS107's lecture videos link is wrong, I'm not sure whether just delete it or not,  so i decide to leave it to you.
",goalong,2016-05-27 13:18:44
186,2016-05-27 13:18:41,"Awesome thanks!
",prakhar1989,2016-05-27 13:18:44
185,2016-05-27 08:07:11,"I added it to your repo. 
",VoLuong,2016-05-27 13:18:04
185,2016-05-27 16:51:04,"Thank you. 
",VoLuong,2016-05-27 13:18:04
184,2016-05-24 21:19:55,,seanli310,2016-05-24 21:43:43
184,2016-05-24 21:43:39,"Thanks so much!
",prakhar1989,2016-05-24 21:43:43
183,2016-05-24 12:42:40,,KBoyarchuk,2016-05-24 13:28:07
182,2016-05-23 23:03:42,,seanli310,2016-05-23 23:48:19
181,2016-04-19 20:58:10,"This new website is basically more convenient with lots of tutorials and videos neatly organized.
",tuvttran,2016-04-19 21:00:43
181,2016-04-19 21:00:40,"Looks neat! Thanks!
",prakhar1989,2016-04-19 21:00:43
180,2016-04-12 13:57:00,,liquidmetal,2016-04-12 14:11:04
179,2016-04-12 13:46:04,,liquidmetal,2016-04-12 13:54:20
179,2016-04-12 13:47:46,"Instead of adding in the `misc` section, add this to ML section? What do you think?
",prakhar1989,2016-04-12 13:54:20
178,2016-03-24 18:45:55,"There have been (at least) two different offerings of CS164 at Berkeley, by Ras Bodik and by Paul Hilfinger. The old playlist was for Hilfinger's version. The updated playlist link now matches the provided course website and projects repo.
",koksal,2016-03-24 20:07:20
177,2016-03-23 07:19:13,"This course discusses about multiple Unix advanced concepts, especially
about how to store data. And more.
",n3xtInc,2016-03-23 07:21:29
177,2016-03-23 07:21:21,"A course taught by Eric Brewer! Wow! :D
",prakhar1989,2016-03-23 07:21:29
176,2016-03-19 04:45:04,,jeremieSimon,2016-03-19 17:46:09
175,2016-03-17 04:22:36,,fordaz,2016-03-17 19:26:53
174,2016-03-14 06:42:04,"CS143 is a Stanford's course in the practical and theoretical aspects
of compiler construction.
",n3xtInc,2016-03-14 14:29:19
173,2016-03-13 16:00:32,"This AI course is taught at IIT Delhi.
",ivmarkp,2016-04-12 13:15:24
173,2016-04-12 08:23:51,"@prakhar1989 Is there anything I need to change/add in this PR so it can get merged upstream? Please let me know.
",ivmarkp,2016-04-12 13:15:24
172,2016-03-13 15:53:56,"This course on AI is taught at IIT Delhi.
",ivmarkp,2016-03-13 15:58:15
172,2016-03-13 15:59:10,"It had a little mistake with links. I'm opening another PR with correct links.
",ivmarkp,2016-03-13 15:58:15
171,2016-03-13 07:02:59,"Add NYU OS course, which is a fundamental, hands-on course of OS.
",mrmiywj,2016-03-13 15:40:57
170,2016-03-12 06:51:57,"#168
",ivmarkp,2016-03-12 07:55:24
169,2016-03-11 17:02:13,"#168 Relevant courses added into the section.
",ivmarkp,2016-03-11 17:09:43
168,2016-03-11 14:36:53,"Hi,  there are currently 4 courses on Artificial Intelligence here. I feel the need to make a new section for it because personally, to find the related courses I had to search for each course individually and also other topics included in AI could also be put into this new section. Also, it will help contributors to add new AI courses quickly. What do you think? 

I've committed the required changes to the forked repo. I can send a pull request if it's not a bad idea. 
",ivmarkp,2016-04-12 08:24:27
168,2016-03-11 16:03:25,"Sure .. sounds like a good idea. Send in a PR!
",prakhar1989,2016-04-12 08:24:27
168,2016-03-11 17:00:42,"Yes. Although, I think we can may be do the same thing for other sections as well such as Computer graphics(included with Computer vision courses too?), Computer Networks, Software Engineering etc. In fact, lot of courses in Misc section should be put into their appropriate sections if at least 3-4 courses belong to same section.  
",ivmarkp,2016-04-12 08:24:27
168,2016-03-11 17:02:57,"Right. I think if there are >= 4 courses, we can assign a standalone section to it. If you're up to the task of doing the segregation and send in a PR, I'll be happy to merge those changes in :grinning: 
",prakhar1989,2016-04-12 08:24:27
168,2016-03-11 17:10:57,"Sure. I'll do it for all the courses I am familiar with. :)
",ivmarkp,2016-04-12 08:24:27
167,2016-02-24 06:57:16,"Add a course in Machine Learning section.
""Learning from Data"" taught by Caltech Professor Yaser Abu-Mostafa.
",ivmarkp,2016-02-24 14:35:39
167,2016-02-24 14:35:37,"Thanks!
",prakhar1989,2016-02-24 14:35:39
166,2016-02-23 02:30:44,,mrdrozdov,2016-02-23 06:40:26
166,2016-02-23 06:40:22,"Thanks @mrdrozdov! Looks like a useful course.
",prakhar1989,2016-02-23 06:40:26
165,2016-02-19 21:06:01,"Add a course under Security.
""Introduction to Computer Security"" from Purdue University.
I learned a lot from this course. Hope you like it!
",BBQyuki,
164,2016-02-19 10:29:26,"Hi, I can't find lecture video in cs108's course page: http://web.stanford.edu/class/cs108/. But there is a video icon in awesome-courses. Does I miss something?
",zhongweiy,2016-03-28 14:26:46
164,2016-02-19 16:32:20,"You're right. The videos for CS108 are not online. Thanks for letting me know - I'll update the readme file.
",prakhar1989,2016-03-28 14:26:46
164,2016-03-10 06:23:18,"Was anyone able to find the lecture videos? Maybe an archive somewhere?
",raosid,2016-03-28 14:26:46
164,2016-03-28 14:10:31,"Hi, prakhar1989. Can you update the file? It took me so long and I didn't find any video...
",kunge12345,2016-03-28 14:26:46
164,2016-03-28 14:26:46,"Hi, sorry for the confusion. I've removed the misleading video icon from CS 108. Thanks!
",prakhar1989,2016-03-28 14:26:46
163,2016-02-18 03:13:05,,aniruddh-a,2016-02-18 05:15:25
163,2016-02-18 05:15:22,"Wow! This looks fantastic. Many thanks for sharing. :beers: 
",prakhar1989,2016-02-18 05:15:25
162,2016-02-16 15:49:24,"I've added the link.
",koallen,2016-02-17 20:00:46
162,2016-02-17 20:00:47,"Thanks! :+1: 
",prakhar1989,2016-02-17 20:00:46
161,2016-02-16 15:30:07,"in misc. This is an awesome course using java. It involves multi-thread programming/Web Dev/OOP...
Video/Homework code/Lecture Notes are all in the homepage.
",harryge00,2016-02-17 20:01:20
161,2016-02-16 15:34:32,"Nice! The homepage looks great but the videos you've linked to seem to be for another course (as it covers C). Please update the PR and I'll be happy to merge!

Thanks!
",prakhar1989,2016-02-17 20:01:20
160,2016-02-16 15:25:16,"The videos are available online on YouTube. The link is [here](https://www.youtube.com/channel/UCPk8m_r6fkUSYmvgCBwq-sw/videos).

I think the course is not finished yet so new videos are keeping uploaded. Maybe you want to add the videos later when the course ends.
",koallen,2016-02-16 15:50:05
160,2016-02-16 15:26:55,"This looks neat! You mind sending a pull request for this? Thanks =)
",prakhar1989,2016-02-16 15:50:05
160,2016-02-16 15:49:56,"Just created the pull request!
",koallen,2016-02-16 15:50:05
159,2016-02-13 05:04:35,"CMU hybrid systems course link that links to verifiablerobotics.com have 404'd.
Please replace.
",PadmabushanReddy,2016-03-31 13:40:01
159,2016-02-13 05:05:25,"Can you please send in a PR with the correct links? Thanks!
",prakhar1989,2016-03-31 13:40:01
158,2016-01-28 21:20:57,,ee08b397,2016-01-30 00:35:20
158,2016-01-30 00:35:18,"Thanks!
",prakhar1989,2016-01-30 00:35:20
157,2016-01-28 21:08:51,,ee08b397,2016-01-28 21:09:56
157,2016-01-28 21:09:55,"Thanks! :+1: 
",prakhar1989,2016-01-28 21:09:56
156,2016-01-26 08:14:41,"Fix a typographic mistake.
Add ‘The Society of Mind’ course.

This course is about general AI, and is a good introduction about how
computers can learn and think like us.
",n3xtInc,2016-01-26 13:28:55
156,2016-01-26 13:28:50,"Thanks for Minsky's course! :+1: 
",prakhar1989,2016-01-26 13:28:55
155,2016-01-20 13:23:44,,pathway27,2016-01-20 13:55:57
155,2016-01-20 13:55:55,"Thanks!
",prakhar1989,2016-01-20 13:55:57
154,2016-01-20 03:48:33,"The URL current links to the course page for [15-441](http://www.cs.cmu.edu/~prs/15-441-F13/). It should instead point to [14-740](http://ini740.com/F15/), which is the course that the name and description of this entry refer to.
",logandaniels,2016-01-20 13:45:22
154,2016-01-20 13:45:20,"Thanks for the fix! :+1: 
",prakhar1989,2016-01-20 13:45:22
153,2016-01-19 20:27:31,,awelch83,2016-01-19 22:12:41
153,2016-01-19 22:12:37,"Thanks for cleaning this up, Aaron! Appreciate it :smiley: 
",prakhar1989,2016-01-19 22:12:41
152,2016-01-17 21:38:04,,S-Kantor,2017-03-19 20:49:42
152,2016-01-30 23:44:50,"You have merge conflicts 
",robbyoconnor,2017-03-19 20:49:42
151,2016-01-14 19:49:30,"Add Malware Analysis - CSCI 4976, from Rensselaer Polytechnic Institute.
",n3xtInc,2016-01-14 19:51:46
151,2016-01-14 19:51:44,"A course created by students?! Awesome! Looks great @n3xtInc. Thanks for the PR!
",prakhar1989,2016-01-14 19:51:46
151,2016-01-14 20:00:37,"Yes, it looks like.
The learning paradigm is moving, thank to your project and a lot of other contributions! Thank you!
",n3xtInc,2016-01-14 19:51:46
151,2016-01-14 20:01:43,"Sure @n3xtInc! Happy learning! :grinning: 
",prakhar1989,2016-01-14 19:51:46
150,2016-01-14 02:29:26,"I see two cs107 of stanford, but it have not slide. I was searched with google and still not found. So every body can find it and update
",thelordofthetimes,
150,2016-07-09 06:51:34,"A newer version of the course is [here](https://web.stanford.edu/class/cs107/syllabus.html) though there are no accessible video of this version, there are slides. 
",zuik,
149,2016-01-12 21:27:42,,bhalothia,2016-01-13 01:12:17
149,2016-01-13 01:12:17,"Haha! I'm not sure if this is a joke but my last [commit](https://github.com/prakhar1989/awesome-courses/commit/5bf33c3324733df24b12e52b65e030c337f1902d) on this repo was deleting the .travis.yml. Please follow the discussion with @awesome-bot in the commit above to see why I'm postponing this change. Thanks anyways =)
",prakhar1989,2016-01-13 01:12:17
149,2016-01-13 01:17:51,"@prakhar1989 Sorry, I didn't check that. No, really. :) 

I just happened to see your repo and checked the build failures on travis so thought it would be nice to have a build status button. :)

Let me know if you need help maintaining it. 
",bhalothia,2016-01-13 01:12:17
149,2016-01-13 01:19:07,"@bhalothia No problem at all man! I do this all the time! Thanks for offering to help - I will reach out soon enough :+1: 
",prakhar1989,2016-01-13 01:12:17
148,2016-01-11 07:39:59,"Added 2015 link for [CS 109 Data Science](http://cs109.github.io/2015/) by Harvard University and another link of edX where CS50 can be taken as a MOOC.
",PiyushDeshmukh,2016-01-11 07:43:02
148,2016-01-11 07:43:00,"Thanks for the update, Piyush! :+1: 
",prakhar1989,2016-01-11 07:43:02
147,2016-01-11 07:36:00,"Seems like a relatively trivial change, but this is the most up to date version of the course that I took which improves upon the Fall 2013 course by:
- Converting legacy C++ projects into relatively easier to understand Python.
- Provides a Linux VM containing necessary dependencies which makes assignments easier to install.
- Adds lectures on convolutional neural networks which are the bomb.com in image recognition now

I can add a link to the VM directly if you would like (it's kind of buried in the first assignment page), but I figured it might break the pattern you have going on here so I left it out of this initial commit.
",sup,2016-01-11 07:41:11
147,2016-01-11 07:41:09,"As a true C++ noob, I really welcome this change. CVNN are also the bomb.com in ML / Deep Learning so it's nice to see the course keeping up with the trends in CS!

Really appreciate you sending in this update!  :beers: 
",prakhar1989,2016-01-11 07:41:11
147,2016-01-11 07:44:03,":+1: :+1: 
",sup,2016-01-11 07:41:11
146,2015-12-18 18:11:28,"Added duplicate 
",awesome-bot,2015-12-18 18:59:34
146,2015-12-18 18:14:21,"Ok so there are a few issues, I will try to fix them by updating the `travis.yml` config
",awesome-bot,2015-12-18 18:59:34
146,2015-12-18 18:14:59,"Sure! Appreciate it! 
",prakhar1989,2015-12-18 18:59:34
146,2015-12-18 18:24:19,"Redirects have been allowed, they do not show as issues
",awesome-bot,2015-12-18 18:59:34
146,2015-12-18 18:24:53,"Looks like `courseware.stanford.edu` does not work well with awesome_bot, it has been white listed
Those links are currently valid
1.  https://courseware.stanford.edu/pg/courses/349991/cs155-spring-2013 
2.  https://courseware.stanford.edu/pg/courses/331628/cs259-winter-2013 
3.  https://courseware.stanford.edu/pg/courses/334553/18636-spring-2013 
4.  https://courseware.stanford.edu/pg/courses/lectures/371747 
",awesome-bot,2015-12-18 18:59:34
146,2015-12-18 18:27:44,"Got it. So I should merge your changes? In that case, you'll need to remove the changes to `README.md`
",prakhar1989,2015-12-18 18:59:34
146,2015-12-18 18:29:00,"@prakhar1989 still workin on it, will let you know when ready :smile: 
",awesome-bot,2015-12-18 18:59:34
146,2015-12-18 18:43:28,"@prakhar1989 
Looks like there are now some real issues

The following links are no longer valid

> Links 
> 1. 404 http://patricklam.ca/p4p/notes/
> 2. 404 http://verifiablerobotics.com/courses/mae6740.html
> 3. 404 https://www.classes.cs.uchicago.edu/current/22300-1/Home.html
> 4. 404 https://www.classes.cs.uchicago.edu/current/22300-1/Schedule.html
> 5. 404 https://pl.barzilay.org/homeworks.html
> 6. 404 http://cs61a.org/resources.html
> 7. 404 http://cs61a.org/by_topic.html
> 8. 404 http://cs61a.org/problems/
> 9. 404 http://cs61a.org/by_type.html
> 10. 404 http://www.csce.uark.edu/~jgauch/2014/S14/handouts/syllabus.html
> 11. 404 http://www.csce.uark.edu/~jgauch/2014/S14/index.html
> 12. 404 http://research.microsoft.com/en-us/people/mickens/
> 13. http://am207.org/ getaddrinfo: Temporary failure in name resolution

Should they be removed?

And there are a bunch that are duplicated.. we can either
1. white list each of them
2. allow duplicates..

Let me know if you'd like me to help correct or if you want to do it yourself
",awesome-bot,2015-12-18 18:59:34
146,2015-12-18 18:47:08,"Thanks! I'll check these out and let you know. Really appreciate your help!
",prakhar1989,2015-12-18 18:59:34
146,2015-12-18 18:55:54,"NP
If you want to handle those yourself, this pull request can be merged
",awesome-bot,2015-12-18 18:59:34
146,2015-12-18 18:59:30,"Remember Travis just displays results, merging or not merging is unaffected.. i.e. you can merge in changes that look good, and fix Travis issue yourself separately
",awesome-bot,2015-12-18 18:59:34
146,2015-12-19 07:20:40,"Hi @awesome-bot, you are bot??
",NamPNQ,2015-12-18 18:59:34
146,2015-12-19 07:33:10,"Haha not really
",awesome-bot,2015-12-18 18:59:34
146,2016-02-14 00:59:56,"@awesome-bot, you're awesome and I love you 
",robbyoconnor,2015-12-18 18:59:34
146,2016-02-14 03:58:42,":beers: 
",awesome-bot,2015-12-18 18:59:34
146,2016-02-14 06:13:50,"Anybody here picturing @awesome-bot as Bender right now? 
",robbyoconnor,2015-12-18 18:59:34
