issue_num,datetime,body,login,mention_login
I'll fix pull request to change it to 10.",dsanders11,srowen
725,2016-12-20 09:56:52,"@srowen Android has a strict rule that you shouldn't perform long running executions on the main thread, this essentially follows that principle and offloads `camera.open()` to background worker thread, I can add more improvements on this where in I also offload `camera.release()` to this worker thread. Blocking the UI thread is a no no in my book, also the difference in User experience is that of between heaven and earth. You can run the apk on your device and have a look yourself. There is a 50-100 frames drop due to the `camera.open` call which is removed in this PR.",bhargavms,srowen
725,2016-12-24 18:12:18,"@srowen any updates on this? Can you at least explain why you are adamant about not having this feature put in? I mean it doesn't beak anything, and it actually improves activity launch speed, I have tested this on more than 10 manufacturer devices (including samsung) and it works perfectly normal. May I know whats keeping you apprehensive?",bhargavms,srowen
725,2017-01-02 06:01:52,"@srowen from my personal testing I have observed that the scan speed deteriorates due to this change, could you hopefully shed some light on why this might happen? I will update the PR with a fix, as far as I can observer that is the only issue I have encountered so far with the change.",bhargavms,srowen
725,2017-01-06 14:24:08,"@srowen Well the reason I'm suggesting this change is because I've gotten complaints from users that the app stutters when opening the QrScanner (CaptureActivity). 
On old devices `Camera.open()` takes more than 100ms which creates a bad user experience. This change smooths it out.
Anyway like you said a change like this has to be backed up by lot of testing, the reason I gave the PR is in hopes of getting some help in testing and possibly fixing the qr scan speed which I'm not able to figure out.",bhargavms,srowen
682,2016-10-04 16:19:08,"@srowen, Actually it happens less frequently, if you test for so many time, then you can face this issue. If you again send app to background and again bring it to front then it again works.

Anyways, what is the use of that setting option ? I don't find any difference whether it is on or off ?
",BS987,srowen
670,2016-09-16 11:49:42,"@lawrence200801 I can't tell what change you're suggesting, or why. The code is fine. You've removed the generic type, which is not correct.
",srowen,lawrence200801
663,2016-08-31 13:08:45,"

—You are receiving this because you authored the thread.Reply to this email directly, view it on GitHub, or mute the thread.

{""api_version"":""1.0"",""publisher"":{""api_key"":""05dde50f1d1a384dd78767c55493e4bb"",""name"":""GitHub""},""entity"":{""external_key"":""github/zxing/zxing"",""title"":""zxing/zxing"",""subtitle"":""GitHub repository"",""main_image_url"":""https://cloud.githubusercontent.com/assets/143418/17495839/a5054eac-5d88-11e6-95fc-7290892c7bb5.png"",""avatar_image_url"":""https://cloud.githubusercontent.com/assets/143418/15842166/7c72db34-2c0b-11e6-9aed-b52498112777.png"",""action"":{""name"":""Open in GitHub"",""url"":""https://github.com/zxing/zxing""}},""updates"":{""snippets"":[{""icon"":""PERSON"",""message"":""@srowen in #663: This is an invalid QR code. Look at the trimmed edges. It may eventually be scanned, but that's the problem.""}],""action"":{""name"":""View Issue"",""url"":""https://github.com/zxing/zxing/issues/663#issuecomment-243752945""}}}
",leoaran,srowen
662,2016-10-21 03:29:34,"@srowen 
there  are two library, which named library1 and library2.  library1 contain the  compile 'com.google.zxing:core:3.2.1'  library2 contain compile 'me.dm7.barcodescanner:zxing:1.9'. 
but the library which name is 'me.dm7.barcodescanner:zxing:1.9' contain the com.google.zxing  too.
project use library1 and library2 ,when i gradle assembleRelease the project, log the follow error:
- What went wrong:
  Execution failed for task ':app:transformClassesWithJarMergingForRelease'.
  > com.android.build.api.transform.TransformException: java.util.zip.ZipException                                  : duplicate entry: com/google/zxing/aztec/AztecDetectorResult.class

do you have some method to fix this problem?
",chaozaiai,srowen
662,2017-02-08 02:04:38," @rizkitroy  
there are duplicate AztecDetectorResult.class  in at least two libraries, find them.
then you should use these code below  if you use android studio.

compile(contain com.google.zxing library) {
        exclude group: 'com.google.zxing'
  }",chaozaiai,rizkitroy
662,2017-03-05 09:56:17,"@chaozaiai 

Thanks alot for the solution , it worked very well.

  compile ('com.journeyapps:zxing-android-embedded:3.4.0'){
        exclude group: 'com.google.zxing'
    }",JamesBuretta,chaozaiai
654,2017-01-15 10:54:20,Thanks @PedPak I merged this at last after a rebase. ,srowen,PedPak
649,2016-08-28 12:25:25,"@Flattron yes I'm suggesting you prepare a fix if you are interested in resolving this.
",srowen,Flattron
645,2016-08-03 04:36:19,"@markdrake this issue already fixed

https://github.com/zxing/zxing/commit/f58271e14651c42a6ea2cf1d17dd1281206bf898

please use new version of zxing https://github.com/zxing/zxing/releases/tag/BS-4.7.5
",sahir,markdrake
644,2016-08-12 11:07:51,"@srowen: I feel competent to modify [DecoderResult](https://github.com/zxing/zxing/blob/master/core/src/main/java/com/google/zxing/common/DecoderResult.java#L28) to add a getRawBytesBitSize() method, but not to modify (and test) [decode.jspx](https://github.com/zxing/zxing/blob/master/zxingorg/src/main/webapp/w/decoderesult.jspx) and whatever else might be needed to make use of getRawBytesBitSize(); thus the change would not be so directly useful, when changing the polarity of filler bits for Aztec code is easier and immediately useful.

Also, if I go the getRawBytesBitSize() path, I hesitate between:
- a third DecoderResult creator allowing to specify RawBytesBitSize;
- keeping the existing two creators, and adding a setRawBytesBitSize() for internal use;
- modifying at least one of the existing two creators to add a RawBytesBitSize parameter, and modifying the few uses;
- while I'm at changing the syntax of creator(s), unifying the two existing ones;
- so many other options, including instead adding a getRawBits() returning a BitArray (an existing but non-native type), or a new similar type internally based on a byte array so that getRawBytes() could return just that array.

Independently: where should what getRawBytes() actually returns for Aztec code be documented?
",fgrieu,srowen
617,2016-06-23 10:33:05,"Hi @srowen ,

Thank you for your reply and for the great work with the Zxing project.

I am running my own copy of zxing.org but I do not keep it up when I am not using it so I couldn ask for support on a dead server. My final implementation will work only with my copy.

The problem I am facing is probably with the requests that zxing.org accepts. Does it accept XHR calls? How can I apply this fix [(link)](https://github.com/swagger-api/swagger-editor/blob/master/docs/cors.md) on my copy ?

Thank you in advance.
",trifwnas,srowen
617,2016-06-27 20:23:35,"Hi @srowen ,

XHR is basically AJAX.

I am writing to let you know that I have figured out how to communicate with my own copy of zxing.org and it seems that probably the one which is hosted in zxing.org does not accept CORS (Cross-Origin Resource Sharing) or maybe it allows specific urls but not the one I was trying from.

Thank you for your help anyways.
",trifwnas,srowen
587,2016-04-30 17:11:34,"@srowen  its better to update docs for newbies .
Thanks
",mushahidh,srowen
578,2016-05-09 14:11:39,"@tanelihuuskonen thanks for checking this out! I agree that a corner case in the driver is likely as I've never run into this exception before or since. What checks should I perform on the preview frame received from the camera to validate it before passing it into the QRCodeReader? Or would it be better to make no assumptions about the preview frame and just catch the exception in the rare case that the frame is invalid?
",akwizgran,tanelihuuskonen
578,2016-05-10 14:24:38,"@akwizgran To avoid the index out of bounds exception, you should make sure the length of the data array is at least the height times the width of the image before calling the constructor of a luminance source.  I'm afraid I don't know enough about camera drivers to suggest a proper fix for the underlying problem.
",tanelihuuskonen,akwizgran
576,2016-04-28 08:15:42,"@carl1990  你解决了吗？官方推荐的兼容方案是什么。
",tqlmorepassion,carl1990
576,2016-05-25 04:26:54,"@douyn 你确定是6.0？还只是5X？
",tqlmorepassion,douyn
576,2016-05-25 05:09:05,"@tqlmorepassion  只有一台6.0的手机，确实是 nexus 5x，最近在做6.0适配测试出的问题。刚好看到这里也有这个问题。我想问一下是只有6.0 里边只有5x才有这个问题吗，英文看不太懂啊
",douyn,tqlmorepassion
576,2016-05-25 05:25:31,"@douyn 好像我查了查isu,就5X吧，然后有人说解决方案也没有帖出来，https://github.com/tqlmorepassion/zxing-android
这个是我之前的解决方案，你可以参考一下。
",tqlmorepassion,douyn
576,2016-05-25 05:34:22,"@tqlmorepassion 只用修改下面的那句代码，其他的不做处理是吧，我去试一下效果，谢谢

if (Build.MODEL.equals(""Nexus 5X"")) {//兼容5x旋转270度
            camera.setDisplayOrientation(270);
        } else {
            camera.setDisplayOrientation(90);
        }
",douyn,tqlmorepassion
576,2016-05-25 05:36:08,"@douyn 对头~
",tqlmorepassion,douyn
576,2016-12-15 01:20:29,"@srowen I debugged the code, and found that when rotating the screen such as 180 degree, the activity did not invoke the onResume() method, so camera parameters were not been resetting, so we often got wrong surface preview when rotating.
**So the key to solve this problem is catching this event and resetting camera parameters.**
I give one solution,it may not be a perfect one,but it is workable。
1. add inner clase in CaptureActivity.class 

2.add in onCreate()
`
3.add in orientation setting of onResume()

4.add in onPause()
",GuoJinyu,srowen
574,2016-04-05 03:08:35,"@srowen so, if i want to scan  UPC_E UPC_A QR_CODE format at the same time, how can i do that?  it seems zxing decode the qr code as a barcode, so it return a random number, what do you mean a  non-photo image?  can you explain that..... i am sorry for my bad english.
",vagrant1991,srowen
571,2016-03-17 10:44:51,"@srowen My mistake. We are using the ZXing library for scanning QR codes in Android. In essence it's like this:



The `Log.d()` line at the end prints the raw string that was in the QR code. Basically if we scan a QR code that contains a JSON string, some devices produce the JSON string with extraneous characters while some don't.
",manabreak,srowen
571,2016-03-17 10:47:58,"@srowen I'm not sure I follow. The output of the decoding varies from device to device when the input and the whole codebase remains the same.
",manabreak,srowen
571,2016-03-17 11:04:11,"@srowen They are not part of the QR code.
",manabreak,srowen
571,2016-03-17 11:15:27,"@srowen You can try any QR code generator and type the JSON I mentioned.
",manabreak,srowen
516,2015-12-07 15:55:26,"@sebma do _not_ just open the same issue. As I say, this works in general. Unless you have detail, probably at the level of a pull request, no I can't do anything.
",srowen,sebma
513,2015-12-04 18:55:51,"@srowen so it's at least the correct place to notify about (alleged) bugs of the Zxing Barcode Scanner App, isn't it? I'll will try to build that, too, and perhaps I can find a way to add more than one event.

At least the syntax (of the ics file) is correct. So it should be possible to add more than one event. This may indeed be difficult with respect to the ""receiving"" app like calendar. Perhaps you can help...

thanks.
",Wikinaut,srowen
504,2015-12-03 10:19:54,"@Grzesik do you have a suggestion? other than forcing this to landscape.
",srowen,Grzesik
496,2015-11-30 12:40:38,"@Spitfire90 there's no plan to release 3.2.2... I usually wait for a handful of bugs that need a fix, or ~6 months.
",srowen,Spitfire90
484,2015-11-03 18:03:38,"@lawloretienne core has nothing to do with any device. It is just the decoding routines. This issue pertains to how rotation is handled on certain devices, and that only concerns code in `android/`. This is not a library, but an app. Libraries are published in Maven and the Android Apps in Play.
",srowen,lawloretienne
484,2015-11-03 18:25:19,"So you are saying its not an issue in zxing core.  Then what is the fix for
the nexus 5X upside down preview?

On Tue, Nov 3, 2015 at 10:04 AM, Sean Owen notifications@github.com wrote:

> @lawloretienne https://github.com/lawloretienne core has nothing to do
> with any device. It is just the decoding routines. This issue pertains to
> how rotation is handled on certain devices, and that only concerns code in
> android/. This is not a library, but an app. Libraries are published in
> Maven and the Android Apps in Play.
> 
> —
> Reply to this email directly or view it on GitHub
> https://github.com/zxing/zxing/issues/484#issuecomment-153437142.

## 
- Etienne Lawlor | Android Developer
  https://medium.com/@etiennelawlor
",lawloretienne,lawloretienne
484,2016-01-02 14:35:29,"Hi @srowen 
Seems the camera rotation is correct now, but the preview rotation is still wrong, see the screenshot in attachment.

Can we fix it? Thanks 

![screenshot_20160102-222715](https://cloud.githubusercontent.com/assets/1770466/12074763/a9a55a40-b1a0-11e5-98bd-abba5f250df6.png)
",nekolab,srowen
484,2017-01-16 11:54:42,"Hi, @nekolab 
I met the same problem, do you have a solution?
Thank you !",wangchenyan,nekolab
481,2015-10-19 07:59:12,"@mmagician OK though you can use `git rebase -i HEAD~N` to squash the last N commits you made in your branch into 1, and then `git push --force ...` to update the existing branch and PR.
",srowen,mmagician
469,2015-10-05 13:13:46,"@loikki I added support for String arguments to most encode hints, including this one.
https://github.com/zxing/zxing/commit/a6707cb4407ebe771e1b81ae2cab0e136c548b25
",srowen,loikki
452,2017-03-21 22:48:02,"@srowen  Would like this as well. 
Any chance to have this feature in the near future?",maverick74,srowen
449,2015-09-01 10:02:52,"Nice analysis, thanks @graug . If it's a problem in the generator, then yes that's the place to take it up, unless someone can argue that the decoder is supposed to handle this situation. In the meantime yes that's a decent hack you could apply.
",srowen,graug
449,2015-09-01 12:01:49,"Thx @srowen . In this case the problem is the generator, but it could potentially happen (though very unlikely) that the zxing decoder erroneously detects additional rows after the actual barcode rows. I don't have a PDF417 spec, so I don't know how the decoder is supposed to handle this case. If we abide by the general rules for communication, we should be very strict in what we generate, but lenient in what we accept. So I guess we should probably accept the presented barcode and decode it, despite the garbage at the end. I've created a pull request.
",graug,srowen
434,2015-07-27 19:51:46,"Thanks @srowen. I've posted a question in the mailing list. Yes, after cropping, the barcode is scanned easily. With the red lines in frame, the code will not scan. I will take a look at the idea of adding UV to the luminance to see what happens to the output.
",nealsanche,srowen
399,2015-06-08 06:20:41,"@srowen I used the webbased encoding at https://zxing.appspot.com/generator, selected ""contact information"" encoded as ""meCard"". I put ""+4935100000000"" into the phone number field. 

The result is lacking the ""+"" sign for international prefix: 

MECARD:N:meCard;TEL:4935100000000;;

http://zxing.org/w/chart?cht=qr&chs=350x350&chld=L&choe=UTF-8&chl=MECARD%3AN%3AmeCard%3BTEL%3A4935100000000%3B%3B

If I encode as vCard, its working fine:

BEGIN:VCARD
VERSION:3.0
N:meCard
TEL:+4935100000000
END:VCARD 

http://zxing.org/w/chart?cht=qr&chs=350x350&chld=L&choe=UTF-8&chl=BEGIN%3AVCARD%0AVERSION%3A3.0%0AN%3AmeCard%0ATEL%3A%2B4935100000000%0AEND%3AVCARD
",dsp76,srowen
380,2015-05-13 17:13:56,"@srowen After following the issues on this repo for a few weeks, might I offer the suggestion that the README be updated to clearly state at the top that this project is in maintenance mode? And the limitations on what pull requests will be accepted and what issues addressed?
",ocdtrekkie,srowen
380,2015-05-13 17:28:01,"@srowen Ah, I didn't see that. (Hence the reason for the suggestion in the README, where bold or large print is near impossible to miss when visiting a repo.) When opening an issue, GitHub merely presents a link to the guidelines, which I'm guessing most people don't click on. ;)

Just my passing thought. :) I'm actually really glad to see quality apps like this in a very stable position rather than changing frequently. It's been a reliable companion to every device I've had since 2009.
",ocdtrekkie,srowen
357,2015-04-22 09:30:10,"@sosite are you affiliated with Neomedia? I have had trouble over the years with shills for that company and products
",srowen,sosite
357,2015-04-22 09:42:43,"@srowen no. Few months ago I just need to work with theirs sdk with shitty license validation.
",sosite,srowen
347,2015-08-04 15:34:59,"@Nemisis it seems that no one cares about this.
",drindt,Nemisis
347,2015-08-04 15:45:23,"@Nemisis you can have a look at my quick-fix [here](https://github.com/zxing/zxing/issues/291). 
",drindt,Nemisis
327,2015-03-11 13:08:05,"@srowen thx for reply
So there is no way to use zxing barcode scanner without top and bottom menu and action bar?
Why does it need action bar?
Maybe with some other view implementation it can be possible?
",Venzon,srowen
310,2015-11-13 21:39:52,"Scans fine for me. Please don't post on old issues. This isn't an issue even; at best, write to the mailing list. @KrasnayaPloshchad 
",srowen,KrasnayaPloshchad
302,2015-06-10 12:24:39,"@Tzvetelin88 I tried your test again and the app works correctly, and doesn't do what you describe. I'm just using 4.7.3 from Play which has the fix.

I'm not sure what's different, since the app clears these values every time it is resumed, and it must be resumed if it's coming from the background.

@orolyn I don't think that can be relevant as the old problem was that the previous URL was remembered. Passing different URLs the next time didn't matter then.
",srowen,orolyn
302,2015-06-10 12:24:39,"@Tzvetelin88 I tried your test again and the app works correctly, and doesn't do what you describe. I'm just using 4.7.3 from Play which has the fix.

I'm not sure what's different, since the app clears these values every time it is resumed, and it must be resumed if it's coming from the background.

@orolyn I don't think that can be relevant as the old problem was that the previous URL was remembered. Passing different URLs the next time didn't matter then.
",srowen,Tzvetelin88
302,2015-06-10 12:34:56,"@srowen I am also using 4.7.3

My app uses two triggers of this URL, each often scanning the same qr code.
My use case is exactly the same as @kckam describes.

First and second work fine, but going back to first again, and it repeats the second.  Unless I used this modified URL.  Or this app was updated on play within the last couple of hours.
",orolyn,srowen
302,2015-06-10 12:34:56,"@srowen I am also using 4.7.3

My app uses two triggers of this URL, each often scanning the same qr code.
My use case is exactly the same as @kckam describes.

First and second work fine, but going back to first again, and it repeats the second.  Unless I used this modified URL.  Or this app was updated on play within the last couple of hours.
",orolyn,kckam
302,2015-06-11 13:46:57,"Hello, 
@orolyn , thank you very much! I used you  modified link:
<?php
$url = sprintf('zxing://scan/?ret=my-site.com?code={CODE}&buster=%s', time());

and it is working :).

Regards,
",Tzvetelin88,orolyn
300,2015-01-30 13:39:23,"A-ha, yes I see that. The result is then `*DTCP04 47`. @micjahn have you narrowed it down enough to propose a fix? I usually don't know the formats well enough at this level to fix these things, but, here it might be clear enough once I step through.
",srowen,micjahn
291,2015-03-13 15:32:29,"@jiggo Do you have tried my approach from second comment above?
",drindt,jiggo
287,2017-03-18 20:12:28,"The zxing decoder does **not** support ECI with Data Matrix, as evident by the code:



at zxing/core/src/main/java/com/google/zxing/datamatrix/decoder/DecodedBitStreamParser.java

It looks like @msva was correct in reporting this issue. As zxing does support ECI and auto UTF-8 detection for QR, it should be simple to add these capabilities to the Data Matrix decoder. @srowen,  please re-open this issue.",eladts,srowen
287,2017-03-18 20:12:28,"The zxing decoder does **not** support ECI with Data Matrix, as evident by the code:



at zxing/core/src/main/java/com/google/zxing/datamatrix/decoder/DecodedBitStreamParser.java

It looks like @msva was correct in reporting this issue. As zxing does support ECI and auto UTF-8 detection for QR, it should be simple to add these capabilities to the Data Matrix decoder. @srowen,  please re-open this issue.",eladts,msva
273,2014-12-19 14:19:15,"@srowen Fair enough, I wasn't too sure about that myself. Anyway, I've made the requested change.
",Benjamin-Dobell,srowen
264,2016-09-09 09:29:54,"@susussa you have use yipianfengye/android-zxingLibrary
there is a method ""initDisplayOpinion()"" in his ZApplication 
what you need to do is adding ""extends ZApplication"" in your own Application
",hkq325800,susussa
264,2016-12-18 12:05:47,"My problem also had resolved, thank you @susussa ",wsparse,susussa
262,2014-12-03 15:52:20,"@ychtioui Great Younes, sounds like a clear fix. Do you want to open a PR? I can do it but sometimes people like the 'credit' in the PR history. Does it pass the unit tests? It'd be great to add your image to the Data Matrix test suite.

@gvsharma Please ask unrelated questions on the mailing list in a new thread.
",srowen,gvsharma
262,2014-12-03 15:52:20,"@ychtioui Great Younes, sounds like a clear fix. Do you want to open a PR? I can do it but sometimes people like the 'credit' in the PR history. Does it pass the unit tests? It'd be great to add your image to the Data Matrix test suite.

@gvsharma Please ask unrelated questions on the mailing list in a new thread.
",srowen,ychtioui
261,2015-07-22 20:41:29,"@terryburton good to know. I had no understanding of the underlying issue. 
",srowen,terryburton
232,2014-10-08 14:32:56,"@stevepeak Which files do you mean? I don't want to ignore `com.google` as that is this project's namespace.
",srowen,stevepeak
232,2014-10-19 15:37:43,"@srowen checking in to see how your experience with Codecov is going? Look forward to hearing from you. Thanks
",stevepeak,srowen
226,2014-09-18 06:01:21,"@srowen Thank you for your answer.

@srowen  I'm from china and I'm chinese. 

@srowen  How to use zxing to generate QRcode in C++ ？
",aixiaoxianggithub,srowen
214,2016-02-12 12:16:00,"@dklotz it's closed because nobody is providing a pull request to fix it. You can do so.
",srowen,dklotz
194,2016-03-07 14:20:03,"Hello Sean Owen @srowen , I got the same problem and I'd like to know whether this issue will be fixed in short term in your library. Thank you very much.
",ngfx,srowen
194,2016-05-12 21:12:46,"I don't really see the point of changing the mode of the camera to scan inverted barcodes. The following code worked fine on @castersju 's examples:

`bitmap = new BinaryBitmap(new HybridBinarizer(source.invert()));`
`result = multiFormatReader.decode(bitmap, hints);`

I'm working on a proper pull request.
",tanelihuuskonen,castersju
194,2017-03-03 17:03:15,"@uniphonic, @davidjonker , @L4rS6 yes there is a solution for this. I have put a PR request in barcodescanner lib here: https://github.com/dm77/barcodescanner/pull/265 Looks like maintainer hasn't been too active lately. Hopefully it will be merged soon. ",manijshrestha,L4rS6
194,2017-03-03 17:03:15,"@uniphonic, @davidjonker , @L4rS6 yes there is a solution for this. I have put a PR request in barcodescanner lib here: https://github.com/dm77/barcodescanner/pull/265 Looks like maintainer hasn't been too active lately. Hopefully it will be merged soon. ",manijshrestha,davidjonker
194,2017-03-03 17:03:15,"@uniphonic, @davidjonker , @L4rS6 yes there is a solution for this. I have put a PR request in barcodescanner lib here: https://github.com/dm77/barcodescanner/pull/265 Looks like maintainer hasn't been too active lately. Hopefully it will be merged soon. ",manijshrestha,uniphonic
166,2014-06-06 13:30:02,"@micjahn By the way do you have a reference that Cp437 is the default encoding for PDF417? I looked in the spec again and don't see this. I see a mention or two online but not sure if it's reliable? One online decoder I used doesn't seem to apply Cp437 at all but it could be wrong.

That's not directly relevant to the issue since no matter what the default, it should both be consistent and settable. But if the default weren't actually Cp437 that would make it easy to change to a consistent state (basically, ISO-8859-1 interpretation) and then worry about the setting later.

This change is a bit hard to implement since the encoding has to be applied any time byte mode is latched to.
",srowen,micjahn
165,2014-06-05 19:50:04,"@micjahn thanks for this info - which char-set should I take in this case to have the same result as before?
And is there a way to supply the charset implementation like http://grepcode.com/file/repo1.maven.org/maven2/de.schlichtherle/truezip/6.8.3/de/schlichtherle/nio/charset/IBM437Charset.java
",ligi,micjahn
144,2015-01-08 15:51:26,"@tboemker Please take a look at https://github.com/thotypous/zxing/tree/zxing-2.3.0-java6 and https://github.com/thotypous/zxing/releases/tag/zxing-2.3.0-java6. I hope this is useful for you.
",thotypous,tboemker
111,2015-04-23 10:45:54,"@edy1 @mifa did you read my comment? +1 is just spam unless you are going to contribute code.
",srowen,edy1
111,2015-04-23 10:45:54,"@edy1 @mifa did you read my comment? +1 is just spam unless you are going to contribute code.
",srowen,mifa
111,2016-06-16 08:37:12,"@srowen I think I might find a way to support portrait mode.
Here is my steps:
1.I cloned the latest code from version 4.7.6
2.Removing ""android:screenOrientation=""sensorLandscape"""" in [AndroidManifest.xml](https://github.com/zxing/zxing/blob/master/android/AndroidManifest.xml#L60)
2.Removing lines from 172 to 176 in [CaptureActivity.java](https://github.com/zxing/zxing/blob/master/android/src/com/google/zxing/client/android/CaptureActivity.java#L172) to support both landscape and portrait
3.Changing portrait preview size by changing code in [CameraConfigurationUtils.java](https://github.com/zxing/zxing/blob/master/android-core/src/main/java/com/google/zxing/client/android/camera/CameraConfigurationUtils.java#L276)
like this:



4.Putting the ""framingRectInPreview"" rect center in the camera resolution screen by changing code in [CameraManager.java](https://github.com/zxing/zxing/blob/master/android/src/com/google/zxing/client/android/camera/CameraManager.java#L253) like this:

> 

I test those code with my phone and it works fine.
",liyzay,srowen
111,2016-10-07 16:55:27,"@liyzay I tried your suggested code change on 4.7.7 version, screen is rotated fine and preview rectangle is also good. But it does not scan anything in portrait mode. Can you please suggest me what is wrong ? Did you checked it by scanning anything ?
",BS987,liyzay
111,2016-11-28 03:24:05,"@srowen 
I think the most important point to support for Android portrait mode is rotating the YUV preview frame data array, because the preview frame you get is only relative to the camera's orientation (always landscape at nearly all of Android phones) which has no relation to the screen's orientation.
So this is my steps to support portrait mode in version 4.7.7:
1. Removing ""android:screenOrientation=""sensorLandscape"" in [AndroidManifest.xml](https://github.com/zxing/zxing/blob/master/android/AndroidManifest.xml#L47) 
2. Changing lines from 172 to 176 in [CaptureActivity.java](https://github.com/zxing/zxing/blob/master/android/src/com/google/zxing/client/android/CaptureActivity.java#L172)  to support both landscape and portrait
`
3. Changing lines from 327 to 329 in [CameraConfigurationUtils.java](https://github.com/zxing/zxing/blob/master/android-core/src/main/java/com/google/zxing/client/android/camera/CameraConfigurationUtils.java#L327) to get proper aspectRatio in accordence with screen orientation

4. Changing  lines from 266 to 269 in [CameraManager.java](https://github.com/zxing/zxing/blob/master/android/src/com/google/zxing/client/android/camera/CameraManager.java#L266) to get precise preview rectangle for camera.

5. Changing  lines from 47 to 48 in [PreviewCallback.java](https://github.com/zxing/zxing/blob/master/android/src/com/google/zxing/client/android/camera/PreviewCallback.java#L47) to send proper width and height of preview frame

6. Adding lines between 76 and 77 in [DecodeHandler.java](https://github.com/zxing/zxing/blob/master/android/src/com/google/zxing/client/android/DecodeHandler.java#L76) to rotate data when portrait

7. To support portrait mode perfectly, you should also do this follow my comment in [this issue](https://github.com/zxing/zxing/issues/576)

Above-mentioned code modify has been tested on both 1D and 2D code and works good in my two Android phones with back camera.

BTW, I have published an Android scanner library by simplifying this Android project [SimpleZXing](https://github.com/GuoJinyu/SimpleZXing) ",GuoJinyu,srowen
111,2016-12-09 02:43:35,@BS987 Hi！I meet same problem like you.But QR-code can scan,ChinaBabyFace,BS987
111,2016-12-09 03:05:14,@GuoJinyu 完美,ChinaBabyFace,GuoJinyu
111,2016-12-15 02:08:51,"@srowen sorry for my careless, I just modify my comment above and it can work properly.",GuoJinyu,srowen
102,2014-03-27 15:35:08,"@srowen I see that the build is still failing.. however the local tests I ran succeeded... anyway I can track this?
",angelnar87,srowen
71,2015-02-05 11:42:12,"@joshilewis  can u tell me how u resolved this issue ? i have resolved the full url isue but failed to scan from url ? 
",engr-erum,joshilewis
71,2015-02-05 13:44:11,"On 5 Feb 2015 15:12, ""erumhannan"" notifications@github.com wrote:

> @joshilewis can u tell me how u resolved this issue ? i have resolved the
> full url isue but failed to scan from url ?
> 
> —
> Reply to this email directly or view it on GitHub.
",marmar44,joshilewis
71,2015-02-05 13:49:58,"@marmar44  can u tell me how u scanned from url i m just facing issue in this ? 
",engr-erum,marmar44
62,2014-02-18 09:16:03,"@fortianwei did you actually try it? This is not true at all. Dalvik happily accepts Java 7 byte code.
@marcolopes well, Java 6 is EOL, Java 7 has a couple nice features and has been out for 3 years, and it works entirely. Why not?
",srowen,marcolopes
62,2014-02-18 09:16:03,"@fortianwei did you actually try it? This is not true at all. Dalvik happily accepts Java 7 byte code.
@marcolopes well, Java 6 is EOL, Java 7 has a couple nice features and has been out for 3 years, and it works entirely. Why not?
",srowen,fortianwei
21,2014-03-24 15:18:57,"@srowen It shouldn't really matter which algorithm we use. The papers I found about both algorithms show that they produce the same results. More test cases for error correction and especially for missing values would be much appreciated. I might be able to produce a few myself, once the code is there.
",graug,srowen
710,2016-11-16 13:29:59,"`
import android.support.v4.app.ActivityCompat;
import android.support.v4.content.ContextCompat;
...

@TargetApi(23)
private void openCameraWithPermission() {
if (ContextCompat.checkSelfPermission(this.activity, Manifest.permission.CAMERA)
